Gasto,Ingreso,Nivel de Riesgo
349,2833,Aceptable
883,3954,Alerta
675,2686,Alerta
1733,3713,Crítico
1364,3532,Crítico
65,4875,Aceptable
816,1182,Crítico
200,4383,Aceptable
1362,1615,Crítico
178,1448,Aceptable
26,4253,Aceptable
1260,4096,Alerta
1445,3717,Crítico
454,4016,Aceptable
1380,3968,Alerta
121,2933,Aceptable
1293,4427,Alerta
1305,1406,Crítico
1245,2126,Crítico
495,1928,Alerta
276,1420,Aceptable
401,1410,Alerta
732,1715,Crítico
787,3059,Alerta
360,3408,Aceptable
1164,3779,Alerta
751,2966,Alerta
1616,1833,Crítico
410,3796,Aceptable
42,1081,Aceptable
1386,4353,Alerta
1585,1058,Crítico
1297,1535,Crítico
1244,2413,Crítico
1722,4677,Crítico
1336,4999,Alerta
472,2429,Aceptable
1286,2963,Crítico
1100,2349,Crítico
38,1604,Aceptable
572,2921,Aceptable
1431,4938,Alerta
579,3286,Aceptable
158,3736,Aceptable
739,3996,Aceptable
612,1996,Alerta
715,3479,Alerta
794,3312,Alerta
1459,3196,Crítico
1518,4497,Alerta
981,4156,Alerta
601,4119,Aceptable
469,2710,Aceptable
999,2266,Crítico
404,3538,Aceptable
350,3011,Aceptable
1362,4744,Alerta
434,4537,Aceptable
335,2061,Aceptable
1363,3704,Crítico
166,2846,Aceptable
974,3105,Alerta
1379,3574,Crítico
483,4008,Aceptable
1504,4776,Alerta
1014,1727,Crítico
1517,1570,Crítico
266,2273,Aceptable
624,4962,Aceptable
237,4465,Aceptable
601,2586,Alerta
1788,2765,Crítico
1151,1834,Crítico
9,2599,Aceptable
382,4723,Aceptable
226,1888,Aceptable
412,3907,Aceptable
686,4483,Aceptable
1560,2973,Crítico
245,1022,Alerta
1760,1532,Crítico
1672,2265,Crítico
1529,1759,Crítico
1586,3910,Crítico
1282,4609,Alerta
1031,2343,Crítico
546,1436,Crítico
499,2461,Alerta
1046,4311,Alerta
1071,2578,Crítico
1324,2775,Crítico
1702,4812,Crítico
913,4186,Alerta
1739,4802,Crítico
1720,1439,Crítico
1173,4738,Alerta
474,1132,Crítico
1217,3742,Alerta
747,4331,Aceptable
1159,4666,Alerta
1227,4000,Alerta
806,1101,Crítico
1396,2710,Crítico
763,4564,Aceptable
201,2323,Aceptable
1082,4018,Alerta
1488,2653,Crítico
295,3582,Aceptable
1771,2396,Crítico
1564,4566,Alerta
1089,4096,Alerta
817,3436,Alerta
1675,3835,Crítico
1469,3557,Crítico
1410,3665,Crítico
1160,1521,Crítico
540,4464,Aceptable
987,3166,Alerta
219,3034,Aceptable
1125,2326,Crítico
1128,2968,Crítico
1377,3347,Crítico
776,1250,Crítico
1694,4332,Crítico
298,4161,Aceptable
777,1751,Crítico
1029,3449,Alerta
406,3156,Aceptable
600,4648,Aceptable
389,2102,Aceptable
1761,2419,Crítico
1306,3937,Alerta
1671,3801,Crítico
646,4212,Aceptable
444,1323,Alerta
1526,2278,Crítico
1162,4377,Alerta
1153,4706,Alerta
1495,4402,Alerta
884,4908,Aceptable
901,1203,Crítico
48,1158,Aceptable
16,2944,Aceptable
175,3054,Aceptable
284,2985,Aceptable
194,3502,Aceptable
809,1375,Crítico
157,3788,Aceptable
1093,1285,Crítico
1639,3717,Crítico
1605,3032,Crítico
1082,1708,Crítico
1134,3791,Alerta
592,2067,Alerta
1538,3035,Crítico
1748,3156,Crítico
1298,2800,Crítico
803,1822,Crítico
75,3073,Aceptable
1516,1225,Crítico
354,4949,Aceptable
198,3506,Aceptable
0,4928,Aceptable
1036,1518,Crítico
116,2298,Aceptable
1120,1829,Crítico
1195,2116,Crítico
1667,4029,Crítico
1313,2543,Crítico
183,3667,Aceptable
820,3397,Alerta
1377,2142,Crítico
579,2105,Alerta
1091,4524,Alerta
1643,4486,Crítico
563,2695,Alerta
249,2444,Aceptable
1523,4475,Alerta
1468,2247,Crítico
1584,1842,Crítico
490,1752,Alerta
322,4826,Aceptable
1407,3466,Crítico
971,4119,Alerta
1320,2087,Crítico
1502,3026,Crítico
75,2479,Aceptable
1268,2558,Crítico
995,4571,Alerta
614,2488,Alerta
254,4884,Aceptable
1338,1651,Crítico
1640,3278,Crítico
207,2294,Aceptable
654,3533,Aceptable
718,1016,Crítico
1083,3493,Alerta
334,1734,Aceptable
968,4183,Alerta
930,2772,Alerta
383,1396,Alerta
691,3506,Aceptable
1288,4157,Alerta
321,4386,Aceptable
208,2045,Aceptable
84,2614,Aceptable
1686,1167,Crítico
1356,3987,Alerta
222,3340,Aceptable
1426,4250,Alerta
1273,4944,Alerta
261,2183,Aceptable
1433,2888,Crítico
1543,2585,Crítico
1100,1823,Crítico
257,1568,Aceptable
1401,3689,Crítico
1733,1293,Crítico
573,4412,Aceptable
1223,3944,Alerta
758,3601,Alerta
1687,4179,Crítico
1019,1058,Crítico
74,1878,Aceptable
736,1166,Crítico
211,1964,Aceptable
1070,1785,Crítico
1115,2300,Crítico
98,4316,Aceptable
885,2180,Crítico
544,4817,Aceptable
86,2625,Aceptable
591,3065,Aceptable
1696,1986,Crítico
1139,2131,Crítico
88,1430,Aceptable
1418,3110,Crítico
1328,2279,Crítico
594,3845,Aceptable
825,4466,Aceptable
193,1575,Aceptable
690,4831,Aceptable
1280,4041,Alerta
351,4941,Aceptable
1163,2302,Crítico
925,2686,Alerta
922,1535,Crítico
1105,3958,Alerta
1406,1699,Crítico
79,4365,Aceptable
138,1015,Aceptable
1635,1619,Crítico
236,3725,Aceptable
1480,4714,Alerta
1249,4535,Alerta
820,2410,Alerta
1138,2377,Crítico
1659,1731,Crítico
662,1512,Crítico
1576,1731,Crítico
122,3283,Aceptable
181,1441,Aceptable
385,4181,Aceptable
1758,2512,Crítico
1395,2079,Crítico
1373,2699,Crítico
324,4782,Aceptable
1023,2648,Crítico
1657,2595,Crítico
684,4063,Aceptable
1492,3181,Crítico
280,3782,Aceptable
524,2462,Alerta
883,4715,Aceptable
1627,3407,Crítico
922,2634,Crítico
1093,3687,Alerta
944,2873,Alerta
1630,3237,Crítico
1699,4163,Crítico
1336,4528,Alerta
1524,3579,Crítico
1184,1556,Crítico
762,3416,Alerta
1117,2031,Crítico
1476,4462,Alerta
1757,3315,Crítico
1368,4120,Alerta
752,1410,Crítico
207,1638,Aceptable
783,3482,Alerta
1701,1502,Crítico
1684,4281,Crítico
1026,2358,Crítico
386,4238,Aceptable
1173,2659,Crítico
1645,1104,Crítico
1290,2748,Crítico
888,4443,Aceptable
489,4530,Aceptable
43,1238,Aceptable
14,3210,Aceptable
1124,4290,Alerta
1091,1754,Crítico
1052,4087,Alerta
1658,4091,Crítico
954,3657,Alerta
1240,2835,Crítico
110,4570,Aceptable
896,2778,Alerta
577,3181,Aceptable
1193,2166,Crítico
109,2010,Aceptable
76,1882,Aceptable
510,3668,Aceptable
203,1007,Alerta
558,3512,Aceptable
1234,2641,Crítico
743,2790,Alerta
1649,2260,Crítico
1476,4531,Alerta
707,4474,Aceptable
854,1239,Crítico
929,3652,Alerta
189,2835,Aceptable
1566,2614,Crítico
1523,2813,Crítico
1464,1158,Crítico
138,3364,Aceptable
3,2037,Aceptable
4,1601,Aceptable
1010,3749,Alerta
669,2280,Alerta
715,4428,Aceptable
63,2063,Aceptable
18,1946,Aceptable
1258,3301,Crítico
1341,1421,Crítico
959,4704,Alerta
435,3715,Aceptable
104,4014,Aceptable
1661,2890,Crítico
244,1302,Aceptable
1290,2987,Crítico
1171,2819,Crítico
1749,2772,Crítico
280,3677,Aceptable
1648,2383,Crítico
665,3638,Aceptable
1284,2738,Crítico
1537,2146,Crítico
697,3091,Alerta
890,1844,Crítico
36,3618,Aceptable
950,2529,Crítico
350,2039,Aceptable
791,4883,Aceptable
1695,1202,Crítico
166,3235,Aceptable
291,3923,Aceptable
1600,3378,Crítico
1672,1696,Crítico
402,1621,Alerta
1329,1876,Crítico
1200,2724,Crítico
1489,1885,Crítico
1511,2255,Crítico
1784,2380,Crítico
1634,2158,Crítico
1337,3053,Crítico
1309,3205,Crítico
276,1214,Alerta
805,2649,Alerta
1376,4685,Alerta
1470,3420,Crítico
147,4743,Aceptable
1660,3598,Crítico
1549,4426,Alerta
41,2515,Aceptable
178,1850,Aceptable
755,2364,Alerta
395,2492,Aceptable
479,3665,Aceptable
1352,3240,Crítico
1799,1486,Crítico
1030,3679,Alerta
1162,4260,Alerta
282,1353,Alerta
1116,1715,Crítico
1179,1240,Crítico
400,1464,Alerta
931,4299,Alerta
656,2076,Alerta
133,4004,Aceptable
1200,2958,Crítico
1369,3700,Crítico
484,2068,Alerta
22,2619,Aceptable
1721,3039,Crítico
1085,3178,Alerta
255,2387,Aceptable
1200,1225,Crítico
587,2411,Alerta
1633,4688,Alerta
483,2871,Aceptable
517,3994,Aceptable
1310,1499,Crítico
1766,4942,Crítico
751,3766,Aceptable
170,2199,Aceptable
572,3147,Aceptable
539,4535,Aceptable
1101,3130,Crítico
213,1462,Aceptable
1525,3372,Crítico
883,4665,Aceptable
226,1899,Aceptable
548,3398,Aceptable
534,4457,Aceptable
202,3206,Aceptable
69,2033,Aceptable
1585,2676,Crítico
1497,3326,Crítico
1595,1101,Crítico
1081,4528,Alerta
1354,3243,Crítico
1721,1052,Crítico
1149,2124,Crítico
46,4720,Aceptable
1025,4138,Alerta
704,3421,Alerta
1082,1856,Crítico
1396,4096,Alerta
966,1126,Crítico
831,1535,Crítico
711,4803,Aceptable
435,3792,Aceptable
1231,1620,Crítico
131,2743,Aceptable
1610,4459,Crítico
1606,4435,Crítico
1252,4271,Alerta
513,2566,Aceptable
146,3274,Aceptable
1290,2998,Crítico
1112,2961,Crítico
242,4838,Aceptable
897,1593,Crítico
199,3012,Aceptable
1268,4968,Alerta
83,2380,Aceptable
963,1580,Crítico
699,3161,Alerta
497,1763,Alerta
491,3870,Aceptable
247,4101,Aceptable
1348,4608,Alerta
1095,2806,Crítico
569,1884,Alerta
217,3551,Aceptable
151,4261,Aceptable
925,4698,Aceptable
1216,3199,Crítico
1318,4252,Alerta
54,1335,Aceptable
1772,4834,Crítico
985,1659,Crítico
732,4021,Aceptable
745,1452,Crítico
1074,2540,Crítico
1102,1024,Crítico
1227,3330,Crítico
405,4815,Aceptable
1265,1240,Crítico
285,3563,Aceptable
1423,4327,Alerta
619,4011,Aceptable
1659,4480,Crítico
1650,2980,Crítico
1050,4772,Alerta
407,3821,Aceptable
758,3820,Aceptable
1130,2799,Crítico
456,4475,Aceptable
1069,4859,Alerta
1774,2620,Crítico
1675,1072,Crítico
1524,2151,Crítico
561,1722,Alerta
1104,1580,Crítico
247,2049,Aceptable
241,3076,Aceptable
1630,2891,Crítico
1553,3955,Crítico
1771,1811,Crítico
1049,3759,Alerta
414,3018,Aceptable
902,3752,Alerta
908,4570,Aceptable
337,2328,Aceptable
1330,2102,Crítico
1736,4977,Alerta
932,2042,Crítico
1759,4972,Crítico
1742,3028,Crítico
293,1436,Alerta
464,1359,Alerta
574,4878,Aceptable
1575,2960,Crítico
1064,3270,Alerta
1459,3898,Crítico
1127,3103,Crítico
1218,3818,Alerta
419,2413,Aceptable
1185,3011,Crítico
39,3353,Aceptable
1483,2662,Crítico
169,2110,Aceptable
788,4795,Aceptable
1142,4654,Alerta
795,1429,Crítico
1637,1385,Crítico
1265,1869,Crítico
1081,3170,Alerta
1649,2431,Crítico
75,4978,Aceptable
80,4019,Aceptable
1775,1494,Crítico
1723,3557,Crítico
380,4478,Aceptable
589,1485,Crítico
688,4528,Aceptable
1100,1651,Crítico
1435,4820,Alerta
743,1559,Crítico
71,4891,Aceptable
55,1531,Aceptable
1414,1898,Crítico
1283,2175,Crítico
776,2952,Alerta
542,1082,Crítico
652,3860,Aceptable
1791,1931,Crítico
1258,4401,Alerta
44,2681,Aceptable
1751,2610,Crítico
88,4111,Aceptable
1542,3263,Crítico
1270,2363,Crítico
778,3108,Alerta
1701,3830,Crítico
922,3570,Alerta
1422,3567,Crítico
1148,4320,Alerta
759,1378,Crítico
983,1312,Crítico
1487,2637,Crítico
756,1765,Crítico
1745,2489,Crítico
349,2032,Aceptable
530,4508,Aceptable
221,4849,Aceptable
192,4895,Aceptable
846,1917,Crítico
1395,2735,Crítico
132,3036,Aceptable
433,3434,Aceptable
193,2974,Aceptable
1733,1795,Crítico
791,3866,Alerta
1178,1968,Crítico
1124,4041,Alerta
608,3955,Aceptable
188,4543,Aceptable
601,4766,Aceptable
173,1422,Aceptable
1770,1671,Crítico
1323,4444,Alerta
96,1829,Aceptable
364,1883,Aceptable
439,4263,Aceptable
9,2277,Aceptable
232,4416,Aceptable
700,1047,Crítico
959,4773,Alerta
1380,1993,Crítico
95,1069,Aceptable
168,2414,Aceptable
107,3544,Aceptable
1002,1244,Crítico
1780,2532,Crítico
902,2457,Crítico
1180,1202,Crítico
1779,3868,Crítico
827,2568,Alerta
247,2662,Aceptable
51,2388,Aceptable
828,2259,Crítico
1177,4958,Alerta
1439,4767,Alerta
1473,1141,Crítico
1564,4716,Alerta
763,1409,Crítico
43,1815,Aceptable
1561,2766,Crítico
979,1431,Crítico
475,2054,Alerta
771,1273,Crítico
429,1381,Alerta
780,2487,Alerta
992,2223,Crítico
1800,1990,Crítico
424,2426,Aceptable
1209,3863,Alerta
753,4718,Aceptable
416,1795,Alerta
1710,3964,Crítico
354,3933,Aceptable
550,2001,Alerta
1153,1499,Crítico
1115,2401,Crítico
445,2937,Aceptable
1383,2674,Crítico
16,1124,Aceptable
848,4454,Aceptable
687,3153,Alerta
1726,2755,Crítico
1539,4624,Alerta
1354,3216,Crítico
1389,2069,Crítico
1715,4550,Crítico
210,3320,Aceptable
1577,3237,Crítico
1261,4402,Alerta
531,3121,Aceptable
1538,1096,Crítico
1762,1850,Crítico
406,4384,Aceptable
879,2484,Crítico
818,2158,Crítico
1119,2804,Crítico
302,3434,Aceptable
699,1336,Crítico
980,4880,Alerta
653,1351,Crítico
1393,2519,Crítico
848,2282,Crítico
1035,4897,Alerta
577,2249,Alerta
1145,1327,Crítico
1518,4895,Alerta
960,4401,Alerta
1475,4022,Crítico
426,2694,Aceptable
501,1157,Crítico
1544,3627,Crítico
1786,3205,Crítico
380,2723,Aceptable
555,3034,Aceptable
1471,1279,Crítico
145,2799,Aceptable
1498,3849,Crítico
332,3172,Aceptable
1326,1679,Crítico
255,2260,Aceptable
1516,2098,Crítico
1138,1828,Crítico
1189,2664,Crítico
203,2495,Aceptable
484,2857,Aceptable
474,3531,Aceptable
141,5000,Aceptable
439,3130,Aceptable
334,2260,Aceptable
570,4803,Aceptable
370,4369,Aceptable
1397,4484,Alerta
640,2023,Alerta
828,3837,Alerta
1599,3188,Crítico
558,3333,Aceptable
1649,1124,Crítico
43,4858,Aceptable
994,1402,Crítico
1243,2658,Crítico
405,3264,Aceptable
472,3463,Aceptable
750,1101,Crítico
1486,1888,Crítico
1705,1015,Crítico
221,4117,Aceptable
246,1156,Alerta
572,4771,Aceptable
1234,2370,Crítico
546,2246,Alerta
702,2551,Alerta
598,1050,Crítico
1288,3860,Alerta
778,2430,Alerta
536,4298,Aceptable
1116,1256,Crítico
1726,3293,Crítico
55,2592,Aceptable
585,3726,Aceptable
1604,3734,Crítico
109,1040,Aceptable
1534,1647,Crítico
204,4423,Aceptable
1366,4562,Alerta
1316,1142,Crítico
1047,3547,Alerta
1645,4094,Crítico
1455,2604,Crítico
71,1966,Aceptable
1253,3747,Alerta
218,1724,Aceptable
1777,3185,Crítico
274,2939,Aceptable
361,2424,Aceptable
1118,3942,Alerta
169,2330,Aceptable
2,1103,Aceptable
1510,1875,Crítico
1645,1495,Crítico
1510,4055,Crítico
935,4683,Aceptable
544,3392,Aceptable
916,4474,Alerta
457,4383,Aceptable
1452,1646,Crítico
966,5000,Aceptable
674,1955,Alerta
1662,1808,Crítico
1069,1576,Crítico
737,1788,Crítico
1378,4094,Alerta
371,1338,Alerta
1726,3278,Crítico
917,3344,Alerta
488,4017,Aceptable
1289,1235,Crítico
1347,3966,Alerta
1767,1567,Crítico
1430,4766,Alerta
1357,2415,Crítico
647,3084,Alerta
472,4340,Aceptable
117,1365,Aceptable
1573,2517,Crítico
910,1872,Crítico
153,1405,Aceptable
18,4179,Aceptable
1090,1347,Crítico
637,2329,Alerta
1265,1971,Crítico
80,2042,Aceptable
1418,2696,Crítico
323,4874,Aceptable
124,3200,Aceptable
398,2680,Aceptable
343,4310,Aceptable
617,2825,Alerta
1328,2201,Crítico
519,1720,Alerta
135,4950,Aceptable
966,2018,Crítico
1534,2160,Crítico
417,2178,Aceptable
1495,1327,Crítico
1383,4062,Alerta
406,4895,Aceptable
1559,2412,Crítico
794,2851,Alerta
839,3637,Alerta
1136,1155,Crítico
198,3327,Aceptable
1278,4821,Alerta
595,4744,Aceptable
1388,4333,Alerta
674,3804,Aceptable
427,4738,Aceptable
19,3143,Aceptable
632,4123,Aceptable
534,2245,Alerta
89,4968,Aceptable
166,4998,Aceptable
609,2451,Alerta
886,2433,Crítico
1112,4693,Alerta
1251,3291,Crítico
952,1380,Crítico
189,4672,Aceptable
1763,1022,Crítico
297,4281,Aceptable
1772,2359,Crítico
1432,2371,Crítico
378,3764,Aceptable
1119,1703,Crítico
204,2708,Aceptable
1004,1076,Crítico
894,1578,Crítico
435,2110,Alerta
674,1291,Crítico
321,3301,Aceptable
1575,1789,Crítico
1456,4990,Alerta
547,4082,Aceptable
893,1324,Crítico
824,2265,Crítico
380,4523,Aceptable
65,1193,Aceptable
691,3843,Aceptable
1451,2107,Crítico
867,4999,Aceptable
1779,1209,Crítico
1798,4207,Crítico
1491,1228,Crítico
716,3253,Alerta
1716,2424,Crítico
1626,1113,Crítico
825,4261,Aceptable
37,2638,Aceptable
1550,3683,Crítico
111,4899,Aceptable
1149,4386,Alerta
129,1470,Aceptable
838,2145,Crítico
1526,3138,Crítico
1099,4180,Alerta
296,3511,Aceptable
1684,3597,Crítico
1341,3554,Crítico
475,2346,Alerta
1561,3357,Crítico
985,3192,Alerta
417,3231,Aceptable
1602,1087,Crítico
154,2178,Aceptable
1653,4639,Crítico
1269,3047,Crítico
619,1683,Crítico
225,4673,Aceptable
465,2342,Aceptable
512,3522,Aceptable
81,1460,Aceptable
1755,1066,Crítico
1188,1041,Crítico
1185,4871,Alerta
602,4776,Aceptable
723,4140,Aceptable
352,1292,Alerta
1788,4794,Crítico
974,2831,Alerta
209,2190,Aceptable
1620,4382,Crítico
53,2319,Aceptable
996,4078,Alerta
258,1606,Aceptable
1539,2111,Crítico
126,1672,Aceptable
376,4069,Aceptable
218,3979,Aceptable
333,1737,Aceptable
1300,2920,Crítico
1233,1438,Crítico
239,4868,Aceptable
773,3049,Alerta
1686,1131,Crítico
57,4119,Aceptable
1729,2023,Crítico
447,1662,Alerta
1649,1309,Crítico
99,3912,Aceptable
764,4864,Aceptable
301,1776,Aceptable
1016,1593,Crítico
820,3680,Alerta
77,1443,Aceptable
96,2158,Aceptable
1165,2775,Crítico
1347,1996,Crítico
730,4762,Aceptable
1261,1115,Crítico
1094,1869,Crítico
823,4546,Aceptable
1741,1046,Crítico
1676,2399,Crítico
834,4497,Aceptable
316,2389,Aceptable
434,1255,Alerta
609,4878,Aceptable
1469,1193,Crítico
1740,3160,Crítico
1744,1975,Crítico
1056,4366,Alerta
200,1975,Aceptable
1161,3027,Crítico
700,1740,Crítico
1024,4933,Alerta
16,1846,Aceptable
1492,1077,Crítico
396,2584,Aceptable
1364,4074,Alerta
227,1244,Aceptable
580,3061,Aceptable
1081,1829,Crítico
153,1244,Aceptable
635,1607,Crítico
1075,1601,Crítico
1310,3616,Crítico
179,1667,Aceptable
1280,4202,Alerta
23,1738,Aceptable
26,1022,Aceptable
1656,2843,Crítico
845,1172,Crítico
1617,1316,Crítico
676,1593,Crítico
12,3813,Aceptable
1135,1166,Crítico
972,3777,Alerta
500,3460,Aceptable
215,1353,Aceptable
579,4857,Aceptable
131,3622,Aceptable
1091,1253,Crítico
1321,2162,Crítico
520,3989,Aceptable
492,4814,Aceptable
285,2332,Aceptable
1677,3170,Crítico
1019,3016,Alerta
142,3816,Aceptable
725,4554,Aceptable
806,3133,Alerta
148,4710,Aceptable
190,1006,Aceptable
1053,2899,Crítico
611,4786,Aceptable
1460,3254,Crítico
1513,3288,Crítico
1441,2120,Crítico
60,2426,Aceptable
1329,3059,Crítico
1343,1258,Crítico
1070,1819,Crítico
1432,3335,Crítico
989,3328,Alerta
771,2868,Alerta
68,3982,Aceptable
1041,4266,Alerta
589,3803,Aceptable
1592,4673,Alerta
903,4206,Alerta
1772,1219,Crítico
99,1638,Aceptable
1230,3719,Alerta
1558,4905,Alerta
164,4376,Aceptable
638,2211,Alerta
843,1699,Crítico
1748,3274,Crítico
969,4166,Alerta
607,4347,Aceptable
1577,2339,Crítico
1408,2246,Crítico
594,3680,Aceptable
1286,3040,Crítico
565,1656,Alerta
602,4540,Aceptable
36,1969,Aceptable
865,4842,Aceptable
1465,2162,Crítico
1300,4340,Alerta
1682,3961,Crítico
1596,3985,Crítico
1444,3430,Crítico
1478,3643,Crítico
1245,4106,Alerta
910,1526,Crítico
898,3091,Alerta
218,4763,Aceptable
1716,2081,Crítico
666,3174,Alerta
806,4161,Aceptable
1313,3396,Crítico
993,4725,Alerta
1131,2826,Crítico
824,1059,Crítico
1382,3114,Crítico
1596,2763,Crítico
314,1768,Aceptable
301,4266,Aceptable
997,4601,Alerta
957,2270,Crítico
755,2682,Alerta
211,3211,Aceptable
52,4864,Aceptable
1622,2528,Crítico
440,1940,Alerta
979,1384,Crítico
1692,2422,Crítico
738,3542,Alerta
459,2027,Alerta
1543,1662,Crítico
851,3079,Alerta
705,3815,Aceptable
16,2724,Aceptable
679,1677,Crítico
1653,3879,Crítico
814,4180,Aceptable
1164,2351,Crítico
1761,3863,Crítico
1558,4800,Alerta
1646,1449,Crítico
1712,2164,Crítico
1676,4888,Alerta
1416,2560,Crítico
1779,4987,Crítico
1553,2048,Crítico
856,1947,Crítico
1688,1727,Crítico
721,3145,Alerta
1313,1065,Crítico
144,1252,Aceptable
200,4870,Aceptable
1338,3096,Crítico
39,1487,Aceptable
222,2347,Aceptable
698,4657,Aceptable
1226,2541,Crítico
1707,2969,Crítico
1517,3158,Crítico
164,1227,Aceptable
584,1621,Crítico
426,4018,Aceptable
400,4277,Aceptable
191,3689,Aceptable
831,3661,Alerta
90,4060,Aceptable
1380,1605,Crítico
1306,4347,Alerta
1774,1299,Crítico
33,4406,Aceptable
1659,2583,Crítico
857,2386,Crítico
1373,2271,Crítico
1673,2617,Crítico
1461,3183,Crítico
1330,4801,Alerta
1534,4653,Alerta
1613,4883,Alerta
1725,4848,Crítico
1318,1188,Crítico
1469,2643,Crítico
543,4097,Aceptable
1589,4092,Crítico
981,4838,Alerta
1095,3897,Alerta
1457,3783,Crítico
1428,3392,Crítico
1276,2574,Crítico
923,4930,Aceptable
664,4273,Aceptable
453,1414,Alerta
1608,1938,Crítico
1095,3576,Alerta
362,2145,Aceptable
1241,2284,Crítico
199,2108,Aceptable
947,4246,Alerta
833,4986,Aceptable
1264,4034,Alerta
1436,4024,Crítico
610,4820,Aceptable
159,3785,Aceptable
1062,4635,Alerta
1470,3613,Crítico
1244,2668,Crítico
1261,1130,Crítico
1127,3514,Alerta
1360,4894,Alerta
768,4538,Aceptable
1273,2531,Crítico
1455,4329,Alerta
917,4409,Alerta
9,3007,Aceptable
1385,1481,Crítico
330,2891,Aceptable
885,4732,Aceptable
1759,4954,Crítico
1794,4007,Crítico
1567,1252,Crítico
1008,4638,Alerta
493,4502,Aceptable
1179,4902,Alerta
957,2858,Alerta
97,3172,Aceptable
799,2836,Alerta
180,2699,Aceptable
560,1897,Alerta
628,2164,Alerta
147,3178,Aceptable
1271,2320,Crítico
1424,3837,Crítico
1692,1358,Crítico
277,4189,Aceptable
1182,3390,Alerta
1285,1922,Crítico
727,1419,Crítico
372,4316,Aceptable
224,4172,Aceptable
305,3046,Aceptable
1031,1072,Crítico
1330,1131,Crítico
1225,3185,Crítico
1146,4835,Alerta
1628,3685,Crítico
1264,4128,Alerta
1186,2856,Crítico
1625,3658,Crítico
581,4912,Aceptable
316,2108,Aceptable
1020,2821,Crítico
367,3028,Aceptable
705,2278,Alerta
1401,3882,Crítico
957,1899,Crítico
1067,4071,Alerta
1138,2684,Crítico
1046,4203,Alerta
900,3174,Alerta
1290,3298,Crítico
612,2429,Alerta
1102,2950,Crítico
372,1928,Aceptable
1777,1240,Crítico
478,3614,Aceptable
138,2025,Aceptable
674,4860,Aceptable
335,1506,Alerta
727,4059,Aceptable
523,1283,Crítico
1234,4633,Alerta
616,4499,Aceptable
384,2558,Aceptable
290,1571,Aceptable
496,2258,Alerta
641,2512,Alerta
369,3438,Aceptable
1562,4936,Alerta
1015,3105,Alerta
199,2380,Aceptable
584,1731,Alerta
1329,2564,Crítico
1787,1106,Crítico
923,2088,Crítico
214,4815,Aceptable
965,4054,Alerta
417,3031,Aceptable
1753,1928,Crítico
431,3778,Aceptable
801,3915,Alerta
1675,2311,Crítico
1125,3582,Alerta
1425,1496,Crítico
293,2031,Aceptable
1639,3955,Crítico
848,4149,Alerta
502,4059,Aceptable
1347,3723,Crítico
483,2918,Aceptable
1698,1144,Crítico
1222,4026,Alerta
1674,1451,Crítico
1588,2188,Crítico
1351,3049,Crítico
406,1435,Alerta
662,2359,Alerta
1648,2777,Crítico
619,2304,Alerta
1294,4481,Alerta
1591,2943,Crítico
911,4793,Aceptable
271,2270,Aceptable
68,1985,Aceptable
239,4560,Aceptable
1365,4719,Alerta
991,1187,Crítico
890,4183,Alerta
1452,1977,Crítico
897,4312,Alerta
938,4251,Alerta
462,2991,Aceptable
1716,3699,Crítico
1403,4870,Alerta
100,2100,Aceptable
190,1138,Aceptable
554,1143,Crítico
1065,3945,Alerta
752,3014,Alerta
985,1414,Crítico
153,2743,Aceptable
1742,2906,Crítico
570,2510,Alerta
107,4762,Aceptable
119,4024,Aceptable
1545,1299,Crítico
1258,3933,Alerta
248,4518,Aceptable
667,2707,Alerta
1675,4067,Crítico
1550,2167,Crítico
739,1516,Crítico
1252,3007,Crítico
870,1749,Crítico
1103,2877,Crítico
1601,2662,Crítico
1690,2444,Crítico
1272,1725,Crítico
469,2032,Alerta
770,1472,Crítico
455,3835,Aceptable
1605,1992,Crítico
1751,1430,Crítico
151,3478,Aceptable
1498,1797,Crítico
1617,3108,Crítico
398,4731,Aceptable
352,2175,Aceptable
221,3319,Aceptable
284,1925,Aceptable
1105,2053,Crítico
1656,2411,Crítico
897,3586,Alerta
193,4963,Aceptable
1206,3973,Alerta
707,2491,Alerta
385,4691,Aceptable
303,3826,Aceptable
1644,4311,Crítico
552,2914,Aceptable
734,1242,Crítico
1595,4401,Crítico
507,2394,Alerta
291,1950,Aceptable
1041,2831,Crítico
1088,2071,Crítico
825,1875,Crítico
289,4561,Aceptable
1006,3658,Alerta
1713,3950,Crítico
358,3367,Aceptable
488,3609,Aceptable
1756,1620,Crítico
756,2656,Alerta
523,3419,Aceptable
1074,4146,Alerta
100,2170,Aceptable
1578,1368,Crítico
1267,4093,Alerta
895,1120,Crítico
329,2081,Aceptable
1750,1656,Crítico
1102,3632,Alerta
1358,1730,Crítico
1590,4201,Crítico
74,2899,Aceptable
121,2151,Aceptable
761,2146,Crítico
809,1941,Crítico
273,1124,Alerta
722,3026,Alerta
176,2510,Aceptable
969,4196,Alerta
1147,4264,Alerta
1741,3283,Crítico
1553,1783,Crítico
510,2667,Aceptable
859,4006,Alerta
792,1676,Crítico
686,1751,Crítico
1266,4941,Alerta
509,3322,Aceptable
1204,4797,Alerta
857,2433,Crítico
564,3092,Aceptable
217,4222,Aceptable
843,3810,Alerta
1665,2849,Crítico
530,1629,Alerta
899,3816,Alerta
335,1962,Aceptable
467,1045,Crítico
