Gasto,Ingreso,Nivel de Riesgo
292,3728,Aceptable
861,1240,Crítico
456,2216,Aceptable
2351,1158,Crítico
2233,3065,Crítico
560,4380,Aceptable
982,2397,Alerta
2107,2858,Crítico
2434,2459,Crítico
834,3902,Aceptable
877,2613,Aceptable
1004,2629,Alerta
1486,1409,Crítico
2291,3593,Crítico
1901,4487,Alerta
2147,4256,Crítico
1149,1946,Crítico
774,4902,Aceptable
2086,2721,Crítico
1992,3004,Crítico
634,1139,Crítico
1479,4109,Alerta
724,3057,Aceptable
2089,2635,Crítico
1508,1027,Crítico
48,3908,Aceptable
1424,1418,Crítico
248,3193,Aceptable
2405,4703,Crítico
617,3782,Aceptable
1964,3170,Crítico
410,4243,Aceptable
968,1566,Crítico
2158,3976,Crítico
2204,3330,Crítico
893,1137,Crítico
2094,3388,Crítico
858,1659,Crítico
1721,3691,Alerta
901,2728,Aceptable
1185,2741,Alerta
2188,4061,Crítico
580,4236,Aceptable
1991,2357,Crítico
337,3004,Aceptable
1986,3519,Crítico
1275,3068,Alerta
2025,4902,Alerta
2257,4491,Crítico
281,2389,Aceptable
843,4755,Aceptable
405,1802,Aceptable
189,2195,Aceptable
1843,1744,Crítico
1334,2322,Crítico
2005,2222,Crítico
885,4085,Aceptable
1687,3288,Crítico
2428,3781,Crítico
1606,3972,Alerta
2170,4261,Crítico
662,4711,Aceptable
1710,4391,Alerta
1292,3662,Alerta
1397,4384,Aceptable
950,1195,Crítico
1982,2055,Crítico
1765,4070,Alerta
1576,2423,Crítico
1818,2970,Crítico
1211,1425,Crítico
124,3553,Aceptable
96,4976,Aceptable
924,1168,Crítico
1438,2141,Crítico
1535,3922,Alerta
111,1707,Aceptable
902,4530,Aceptable
1382,4902,Aceptable
1636,2689,Crítico
2347,2179,Crítico
2457,3640,Crítico
779,4966,Aceptable
1506,1387,Crítico
2091,4106,Crítico
678,4670,Aceptable
465,1281,Alerta
69,3780,Aceptable
687,4943,Aceptable
1648,4550,Alerta
1414,3030,Alerta
2466,1077,Crítico
973,1324,Crítico
1200,4569,Aceptable
142,4934,Aceptable
622,2279,Aceptable
2147,2530,Crítico
943,2269,Alerta
2372,1463,Crítico
1535,3410,Alerta
943,3736,Aceptable
912,4612,Aceptable
121,4267,Aceptable
2220,3487,Crítico
550,3400,Aceptable
2344,3714,Crítico
240,1228,Aceptable
1970,3453,Crítico
366,4769,Aceptable
587,4602,Aceptable
1060,3706,Aceptable
1637,2264,Crítico
1490,3630,Alerta
1846,4664,Alerta
1021,4453,Aceptable
796,4290,Aceptable
804,2190,Alerta
261,1837,Aceptable
1811,2460,Crítico
1764,2614,Crítico
139,4618,Aceptable
2330,4163,Crítico
1904,4248,Alerta
2265,1212,Crítico
592,3455,Aceptable
2373,1913,Crítico
1617,3107,Crítico
1478,2968,Alerta
569,1913,Aceptable
1421,3902,Alerta
992,1624,Crítico
1696,1458,Crítico
609,1889,Aceptable
1076,1454,Crítico
1763,1928,Crítico
770,2671,Aceptable
1885,3250,Crítico
1399,2874,Alerta
628,3164,Aceptable
1137,3966,Aceptable
263,4697,Aceptable
1004,4399,Aceptable
2221,4037,Crítico
144,3371,Aceptable
482,3608,Aceptable
837,1404,Crítico
1359,3258,Alerta
1063,1032,Crítico
615,4452,Aceptable
452,4246,Aceptable
2196,4538,Alerta
804,2019,Alerta
879,3700,Aceptable
1594,3184,Crítico
1598,3499,Alerta
486,1189,Alerta
2369,4097,Crítico
808,4605,Aceptable
1747,1128,Crítico
41,3659,Aceptable
249,4869,Aceptable
2344,1098,Crítico
775,2305,Aceptable
1103,1778,Crítico
616,4606,Aceptable
1891,4211,Alerta
1190,4699,Aceptable
899,3348,Aceptable
1063,2859,Alerta
57,4308,Aceptable
1621,3882,Alerta
1304,4266,Aceptable
17,4701,Aceptable
831,2253,Alerta
297,2464,Aceptable
846,1318,Crítico
2138,2172,Crítico
772,3482,Aceptable
615,2207,Aceptable
748,2932,Aceptable
188,2812,Aceptable
2048,2310,Crítico
1251,2924,Alerta
1734,2441,Crítico
849,1584,Crítico
777,4435,Aceptable
1308,4644,Aceptable
48,3638,Aceptable
2254,4315,Crítico
725,3599,Aceptable
1084,2782,Alerta
78,4725,Aceptable
1376,1425,Crítico
624,2353,Aceptable
2056,2153,Crítico
502,1962,Aceptable
786,3279,Aceptable
788,3495,Aceptable
981,2599,Alerta
548,1828,Aceptable
2124,4633,Alerta
584,3326,Aceptable
1012,2392,Alerta
1569,1007,Crítico
2327,4565,Crítico
2046,2370,Crítico
1062,4129,Aceptable
746,3468,Aceptable
1628,3024,Crítico
1083,1173,Crítico
1287,4027,Aceptable
1506,3958,Alerta
736,1134,Crítico
1112,4808,Aceptable
2085,2778,Crítico
2074,1750,Crítico
110,3901,Aceptable
840,1723,Alerta
1821,4097,Alerta
783,2033,Alerta
2395,4322,Crítico
396,4459,Aceptable
2288,2577,Crítico
168,3294,Aceptable
580,4941,Aceptable
55,4465,Aceptable
1789,3854,Alerta
2486,3429,Crítico
1720,3289,Crítico
2154,2921,Crítico
2025,3732,Crítico
2004,4225,Alerta
1652,1826,Crítico
691,2112,Aceptable
996,3272,Aceptable
1436,1556,Crítico
664,1779,Alerta
2284,4531,Crítico
332,1767,Aceptable
578,1541,Alerta
524,2101,Aceptable
1706,1694,Crítico
2302,4873,Alerta
1556,4565,Aceptable
1870,3410,Crítico
583,3365,Aceptable
172,1325,Aceptable
2089,1583,Crítico
2204,1721,Crítico
342,2247,Aceptable
526,3219,Aceptable
2179,3437,Crítico
1699,3885,Alerta
338,3701,Aceptable
810,3058,Aceptable
1407,1633,Crítico
1474,4148,Alerta
2248,3622,Crítico
1583,1843,Crítico
483,2280,Aceptable
947,4962,Aceptable
1255,2860,Alerta
2167,2895,Crítico
793,2356,Aceptable
1402,2166,Crítico
745,1988,Alerta
1866,4308,Alerta
2433,3790,Crítico
1953,2532,Crítico
2205,2870,Crítico
2174,3873,Crítico
430,2764,Aceptable
588,2733,Aceptable
420,4282,Aceptable
409,2743,Aceptable
1133,4756,Aceptable
2467,2093,Crítico
574,4003,Aceptable
972,2962,Aceptable
729,4892,Aceptable
1582,2465,Crítico
302,4552,Aceptable
1857,4348,Alerta
1097,2535,Alerta
7,3566,Aceptable
1352,2445,Crítico
1034,1136,Crítico
1600,4216,Alerta
1866,4647,Alerta
2096,4441,Alerta
1383,4739,Aceptable
1101,3293,Aceptable
1417,3755,Alerta
2029,2926,Crítico
4,4555,Aceptable
1659,4617,Alerta
1332,2627,Crítico
1478,4768,Aceptable
1474,4143,Alerta
456,3610,Aceptable
2307,2563,Crítico
454,3797,Aceptable
2109,3386,Crítico
1683,2383,Crítico
1775,4594,Alerta
847,3711,Aceptable
1577,4490,Alerta
484,2733,Aceptable
1694,3726,Alerta
1425,1382,Crítico
2230,2054,Crítico
112,1859,Aceptable
117,1085,Aceptable
2027,2737,Crítico
1818,2755,Crítico
1327,4083,Aceptable
2159,2966,Crítico
1135,1222,Crítico
857,3173,Aceptable
4,2650,Aceptable
1548,3715,Alerta
126,1195,Aceptable
155,1167,Aceptable
1989,3766,Crítico
12,3714,Aceptable
475,1670,Aceptable
1523,4918,Aceptable
819,1667,Alerta
246,1344,Aceptable
1044,1278,Crítico
832,4045,Aceptable
1509,4274,Alerta
761,2812,Aceptable
2052,4300,Alerta
2016,2113,Crítico
1093,4694,Aceptable
558,3212,Aceptable
1796,3960,Alerta
2434,2650,Crítico
784,3956,Aceptable
2142,3136,Crítico
1201,1044,Crítico
1620,2837,Crítico
823,3065,Aceptable
1457,4000,Alerta
1304,1753,Crítico
500,1600,Aceptable
1410,2856,Alerta
1700,2290,Crítico
2094,4877,Alerta
1302,2013,Crítico
549,4780,Aceptable
2428,1641,Crítico
1101,1594,Crítico
1039,4145,Aceptable
1975,2884,Crítico
511,2853,Aceptable
302,1604,Aceptable
478,2196,Aceptable
1130,2506,Alerta
1374,2519,Crítico
1376,1692,Crítico
1837,2969,Crítico
310,3485,Aceptable
891,1950,Alerta
853,4930,Aceptable
830,2809,Aceptable
334,3948,Aceptable
1599,4567,Alerta
1028,4243,Aceptable
2168,2648,Crítico
130,4991,Aceptable
2151,3984,Crítico
186,4567,Aceptable
715,3691,Aceptable
2161,4380,Alerta
212,4951,Aceptable
29,2678,Aceptable
2196,3895,Crítico
533,4376,Aceptable
1615,1392,Crítico
1090,4319,Aceptable
1752,3699,Alerta
20,2220,Aceptable
1879,1859,Crítico
2176,3382,Crítico
943,1333,Crítico
463,3399,Aceptable
1057,4756,Aceptable
1073,1712,Crítico
1660,3285,Crítico
685,4775,Aceptable
1618,1896,Crítico
1274,2994,Alerta
1082,2002,Crítico
202,2619,Aceptable
2392,2979,Crítico
2104,2900,Crítico
2230,3149,Crítico
2131,2607,Crítico
301,4069,Aceptable
1771,3676,Alerta
231,4549,Aceptable
1975,3283,Crítico
726,4990,Aceptable
1413,2026,Crítico
2232,4543,Alerta
1784,2713,Crítico
634,1779,Alerta
290,4405,Aceptable
2066,1831,Crítico
2332,1543,Crítico
643,3458,Aceptable
166,3950,Aceptable
2482,3884,Crítico
1168,3216,Alerta
2228,4741,Alerta
1284,1810,Crítico
1074,3315,Aceptable
1167,4749,Aceptable
2310,3478,Crítico
223,3552,Aceptable
796,1538,Crítico
2161,1464,Crítico
314,4402,Aceptable
537,2673,Aceptable
1591,3689,Alerta
499,1598,Aceptable
1119,4253,Aceptable
1879,3175,Crítico
2204,1849,Crítico
478,3771,Aceptable
544,3445,Aceptable
98,3993,Aceptable
2215,3998,Crítico
437,4751,Aceptable
1843,1245,Crítico
1243,3308,Alerta
1936,4841,Alerta
897,2113,Alerta
291,4544,Aceptable
1331,4803,Aceptable
1949,2003,Crítico
337,1846,Aceptable
2308,3366,Crítico
1489,2560,Crítico
1595,2035,Crítico
1115,3190,Aceptable
359,4493,Aceptable
1280,2581,Alerta
1046,3270,Aceptable
993,2161,Alerta
1922,1925,Crítico
1141,4130,Aceptable
903,3084,Aceptable
759,3653,Aceptable
2137,3679,Crítico
230,1628,Aceptable
1613,4281,Alerta
2042,3239,Crítico
1096,4865,Aceptable
514,4746,Aceptable
442,1517,Aceptable
2442,4021,Crítico
1190,2283,Crítico
338,1543,Aceptable
1901,2967,Crítico
869,4217,Aceptable
2023,4282,Alerta
385,3247,Aceptable
1652,2115,Crítico
2175,2051,Crítico
1541,3856,Alerta
827,2403,Aceptable
1992,4312,Alerta
54,2701,Aceptable
1563,2291,Crítico
2383,4511,Crítico
282,3551,Aceptable
1698,4048,Alerta
2015,1963,Crítico
2371,3268,Crítico
1393,1757,Crítico
2321,1492,Crítico
1497,4107,Alerta
1558,1572,Crítico
1695,1031,Crítico
972,3132,Aceptable
2252,2203,Crítico
2278,3969,Crítico
2474,1307,Crítico
1405,4600,Aceptable
1959,2449,Crítico
2296,4806,Alerta
1909,1744,Crítico
638,2013,Aceptable
1505,2507,Crítico
1285,2472,Crítico
2079,3749,Crítico
1885,3684,Crítico
13,4216,Aceptable
791,2889,Aceptable
48,1446,Aceptable
1610,3490,Alerta
1039,1880,Crítico
1712,2040,Crítico
1634,2235,Crítico
1610,3206,Crítico
556,4971,Aceptable
1651,4324,Alerta
2,2469,Aceptable
736,2278,Aceptable
2137,1359,Crítico
2129,1757,Crítico
1680,2451,Crítico
1795,3238,Crítico
2384,3526,Crítico
308,1629,Aceptable
2012,3757,Crítico
1636,3971,Alerta
271,4061,Aceptable
307,2409,Aceptable
2298,4279,Crítico
1379,4750,Aceptable
2150,3466,Crítico
2009,2061,Crítico
1424,2811,Crítico
641,1955,Aceptable
1209,2150,Crítico
1128,3077,Alerta
258,2707,Aceptable
904,3100,Aceptable
1503,3390,Alerta
286,2467,Aceptable
1292,3273,Alerta
1215,4095,Aceptable
2442,3986,Crítico
360,3805,Aceptable
185,3586,Aceptable
2176,3755,Crítico
909,4222,Aceptable
288,3762,Aceptable
491,3899,Aceptable
1035,2318,Alerta
392,3382,Aceptable
786,1597,Alerta
2230,4996,Alerta
253,4694,Aceptable
1882,2435,Crítico
1724,2777,Crítico
1796,2312,Crítico
258,2880,Aceptable
2092,2018,Crítico
415,1633,Aceptable
2117,1297,Crítico
391,4789,Aceptable
2172,2176,Crítico
1817,4930,Alerta
280,1431,Aceptable
842,2387,Alerta
863,4897,Aceptable
838,2064,Alerta
376,3320,Aceptable
1261,4865,Aceptable
1904,4367,Alerta
961,1618,Crítico
2162,3443,Crítico
633,3958,Aceptable
66,3735,Aceptable
1131,4253,Aceptable
2490,4392,Crítico
189,1162,Aceptable
841,3493,Aceptable
433,2941,Aceptable
2269,1431,Crítico
316,1782,Aceptable
720,1009,Crítico
492,3714,Aceptable
1578,2892,Crítico
365,1472,Aceptable
2107,1175,Crítico
318,3179,Aceptable
1259,2667,Alerta
1089,2247,Alerta
2181,1647,Crítico
2204,3057,Crítico
233,4054,Aceptable
406,3462,Aceptable
488,2223,Aceptable
2355,1323,Crítico
765,3871,Aceptable
115,1001,Aceptable
1367,2952,Alerta
2432,1835,Crítico
410,4075,Aceptable
311,2443,Aceptable
1875,1235,Crítico
853,4531,Aceptable
1313,4910,Aceptable
1284,4507,Aceptable
642,4621,Aceptable
733,4052,Aceptable
1488,1709,Crítico
2475,3627,Crítico
1004,1332,Crítico
1907,2900,Crítico
2021,3841,Crítico
1964,2525,Crítico
2255,4400,Crítico
1627,1207,Crítico
1706,1531,Crítico
487,3150,Aceptable
324,1692,Aceptable
2383,1565,Crítico
1872,2647,Crítico
1505,3425,Alerta
1992,2567,Crítico
2226,4661,Alerta
1258,2250,Crítico
2445,3367,Crítico
529,3277,Aceptable
646,3259,Aceptable
2336,4269,Crítico
1056,2299,Alerta
1712,2984,Crítico
364,4686,Aceptable
42,1877,Aceptable
1931,1918,Crítico
2439,4107,Crítico
2492,4343,Crítico
319,3676,Aceptable
1323,3830,Aceptable
1051,1866,Crítico
2099,4927,Alerta
86,1024,Aceptable
2017,3315,Crítico
2349,2113,Crítico
2163,2857,Crítico
642,4121,Aceptable
321,4762,Aceptable
1978,4966,Alerta
810,3422,Aceptable
2206,3840,Crítico
30,4880,Aceptable
138,3968,Aceptable
1997,3973,Crítico
1567,2086,Crítico
368,1136,Aceptable
282,3594,Aceptable
1694,3026,Crítico
1852,1749,Crítico
2113,4867,Alerta
2142,4959,Alerta
2426,2773,Crítico
1249,3169,Alerta
1263,1560,Crítico
1351,4655,Aceptable
219,1865,Aceptable
411,1309,Aceptable
1881,3528,Crítico
1175,2388,Alerta
131,2731,Aceptable
2323,4666,Alerta
2400,1391,Crítico
884,4384,Aceptable
986,4735,Aceptable
9,3682,Aceptable
2336,3100,Crítico
67,4651,Aceptable
224,4871,Aceptable
14,4447,Aceptable
1475,2131,Crítico
409,4779,Aceptable
533,2131,Aceptable
1137,3558,Aceptable
630,2901,Aceptable
266,1204,Aceptable
757,1662,Alerta
1140,2440,Alerta
2171,2899,Crítico
2158,2748,Crítico
2436,4838,Crítico
1837,3498,Crítico
1119,2435,Alerta
2193,2361,Crítico
20,2163,Aceptable
1399,1797,Crítico
682,3882,Aceptable
2028,4983,Alerta
113,2177,Aceptable
2374,2135,Crítico
1772,1936,Crítico
2464,3577,Crítico
709,3859,Aceptable
1640,4329,Alerta
2271,2264,Crítico
1734,3642,Alerta
610,1579,Alerta
2220,2192,Crítico
2132,3362,Crítico
2204,4564,Alerta
42,4115,Aceptable
1855,3597,Crítico
2486,2548,Crítico
1413,1444,Crítico
2484,3997,Crítico
689,2246,Aceptable
1774,3645,Alerta
101,3715,Aceptable
1387,2228,Crítico
1843,1148,Crítico
2033,2622,Crítico
1498,1937,Crítico
2370,3801,Crítico
1214,1015,Crítico
1997,2378,Crítico
813,1630,Alerta
933,2007,Alerta
806,3769,Aceptable
456,1629,Aceptable
775,1108,Crítico
897,2472,Alerta
2273,2985,Crítico
1220,2511,Alerta
708,3071,Aceptable
429,1278,Aceptable
1438,2442,Crítico
1412,3593,Alerta
2150,1806,Crítico
61,2565,Aceptable
777,2318,Aceptable
2200,3056,Crítico
347,2090,Aceptable
876,4155,Aceptable
164,4482,Aceptable
2125,1740,Crítico
1174,2475,Alerta
764,2638,Aceptable
554,3910,Aceptable
110,1852,Aceptable
2116,4164,Crítico
937,2885,Aceptable
490,1985,Aceptable
1370,1675,Crítico
416,4760,Aceptable
2469,3384,Crítico
822,2298,Alerta
437,3049,Aceptable
1832,2231,Crítico
2368,3858,Crítico
1125,3543,Aceptable
1687,1772,Crítico
1450,4556,Aceptable
514,1728,Aceptable
2323,2801,Crítico
514,4587,Aceptable
1708,4042,Alerta
1727,4563,Alerta
2389,4018,Crítico
1176,2951,Alerta
994,1909,Crítico
587,2166,Aceptable
1661,1063,Crítico
122,1884,Aceptable
1952,3316,Crítico
2285,4982,Alerta
1477,3887,Alerta
1358,1934,Crítico
2441,1435,Crítico
1607,4886,Aceptable
849,1255,Crítico
385,1063,Alerta
588,1717,Aceptable
2208,3193,Crítico
567,1617,Alerta
683,4187,Aceptable
564,2916,Aceptable
549,4751,Aceptable
1456,2068,Crítico
2093,2112,Crítico
251,4115,Aceptable
966,2892,Aceptable
2131,4235,Crítico
1898,3284,Crítico
1707,4749,Alerta
111,1017,Aceptable
2081,4209,Alerta
1803,1727,Crítico
1706,3696,Alerta
1655,3400,Alerta
2376,4098,Crítico
1454,2926,Alerta
4,1361,Aceptable
958,4377,Aceptable
1287,2890,Alerta
805,2107,Alerta
862,1204,Crítico
2231,3393,Crítico
426,2523,Aceptable
1542,1814,Crítico
28,3623,Aceptable
1413,3230,Alerta
1067,1186,Crítico
2453,3598,Crítico
381,3686,Aceptable
1001,4496,Aceptable
2306,3814,Crítico
1353,3703,Alerta
1554,4732,Aceptable
558,3227,Aceptable
1507,1890,Crítico
1613,3192,Crítico
776,3822,Aceptable
1945,1758,Crítico
1582,2187,Crítico
131,3895,Aceptable
1917,4588,Alerta
550,3007,Aceptable
307,3314,Aceptable
1294,4723,Aceptable
2134,3953,Crítico
630,2942,Aceptable
2349,1555,Crítico
1472,3366,Alerta
131,1910,Aceptable
1338,3385,Alerta
450,4347,Aceptable
1836,1293,Crítico
1151,4790,Aceptable
611,4538,Aceptable
2265,4054,Crítico
1919,4572,Alerta
547,3818,Aceptable
855,2098,Alerta
1917,3222,Crítico
1523,2455,Crítico
355,1001,Alerta
532,1565,Aceptable
1336,2826,Alerta
1280,2427,Crítico
506,4407,Aceptable
1987,4185,Alerta
915,3247,Aceptable
1909,4532,Alerta
2327,1762,Crítico
835,4870,Aceptable
1585,1310,Crítico
1970,1252,Crítico
342,3677,Aceptable
570,2532,Aceptable
1471,1497,Crítico
2120,3062,Crítico
522,4341,Aceptable
1036,2344,Alerta
639,4760,Aceptable
122,1331,Aceptable
585,1159,Crítico
815,3679,Aceptable
225,3774,Aceptable
734,1489,Alerta
1794,3388,Crítico
2137,2116,Crítico
557,3658,Aceptable
714,1867,Alerta
152,2818,Aceptable
1399,2446,Crítico
75,3457,Aceptable
1825,2481,Crítico
895,3923,Aceptable
2351,2600,Crítico
2336,4476,Crítico
1662,4358,Alerta
633,4654,Aceptable
991,1484,Crítico
1545,1094,Crítico
490,3569,Aceptable
701,2671,Aceptable
1913,3029,Crítico
1825,4301,Alerta
2308,3467,Crítico
2065,4273,Alerta
1483,3508,Alerta
1225,3597,Aceptable
1376,2459,Crítico
151,1442,Aceptable
1869,1341,Crítico
2390,1751,Crítico
1836,2355,Crítico
1263,2339,Crítico
2493,2893,Crítico
288,2711,Aceptable
2468,1391,Crítico
497,1578,Aceptable
1551,4066,Alerta
2144,3148,Crítico
648,2505,Aceptable
1929,4282,Alerta
2142,4535,Alerta
2233,3666,Crítico
2064,3128,Crítico
1320,1226,Crítico
1817,1035,Crítico
971,2396,Alerta
1850,3555,Crítico
1957,4289,Alerta
812,3720,Aceptable
1808,1878,Crítico
914,3694,Aceptable
2091,2679,Crítico
1460,2700,Crítico
2328,1921,Crítico
1339,2165,Crítico
1083,2206,Alerta
335,3674,Aceptable
2115,2303,Crítico
2336,4416,Crítico
2458,1887,Crítico
101,4705,Aceptable
2390,2853,Crítico
780,1413,Crítico
16,2910,Aceptable
1183,1934,Crítico
2311,4126,Crítico
365,3105,Aceptable
2352,3583,Crítico
1683,2411,Crítico
1842,1812,Crítico
1368,4310,Aceptable
170,3614,Aceptable
1136,3554,Aceptable
791,4745,Aceptable
755,1162,Crítico
1229,4078,Aceptable
1600,3591,Alerta
474,4863,Aceptable
2472,4893,Crítico
1660,3460,Alerta
1308,3882,Aceptable
1895,4344,Alerta
1825,4072,Alerta
639,3266,Aceptable
338,1636,Aceptable
1097,4706,Aceptable
1723,3077,Crítico
1184,4302,Aceptable
955,4948,Aceptable
1003,2985,Aceptable
1505,4058,Alerta
429,1470,Aceptable
2489,1638,Crítico
1669,2270,Crítico
2147,4908,Alerta
1604,3358,Alerta
955,1000,Crítico
1756,2980,Crítico
1161,3728,Aceptable
234,2172,Aceptable
1683,2711,Crítico
478,3985,Aceptable
1594,3357,Alerta
2346,1875,Crítico
185,4938,Aceptable
1124,4672,Aceptable
1914,4047,Alerta
1546,4994,Aceptable
792,3621,Aceptable
539,3538,Aceptable
2301,1162,Crítico
1683,3217,Crítico
1094,1281,Crítico
1115,4953,Aceptable
393,1448,Aceptable
1421,3016,Alerta
829,4792,Aceptable
2099,4578,Alerta
572,1935,Aceptable
237,3954,Aceptable
1122,4275,Aceptable
1229,2251,Crítico
1381,3939,Alerta
1973,1050,Crítico
1468,1485,Crítico
2070,1153,Crítico
287,2141,Aceptable
2152,2863,Crítico
188,1538,Aceptable
107,4237,Aceptable
803,2943,Aceptable
2080,2304,Crítico
802,1377,Crítico
2310,2508,Crítico
2328,1535,Crítico
462,1320,Aceptable
1738,1654,Crítico
628,4828,Aceptable
2196,3398,Crítico
993,4820,Aceptable
1178,4015,Aceptable
2422,4738,Crítico
1657,2632,Crítico
1851,3110,Crítico
1933,1628,Crítico
1631,3321,Alerta
2458,3503,Crítico
450,3833,Aceptable
2312,4426,Crítico
2449,4826,Crítico
1490,3795,Alerta
385,2959,Aceptable
1549,3100,Alerta
1738,1444,Crítico
342,3200,Aceptable
132,4901,Aceptable
1538,2538,Crítico
1190,2090,Crítico
439,2769,Aceptable
1391,1140,Crítico
2319,3985,Crítico
486,1378,Alerta
898,4134,Aceptable
1720,3367,Crítico
289,4243,Aceptable
768,4640,Aceptable
2239,2846,Crítico
1762,2297,Crítico
740,3431,Aceptable
102,3201,Aceptable
2210,4317,Crítico
527,4242,Aceptable
682,1662,Alerta
2104,3109,Crítico
1919,4267,Alerta
2494,2274,Crítico
368,2778,Aceptable
280,3576,Aceptable
670,1198,Crítico
1682,4278,Alerta
1656,3488,Alerta
1859,2094,Crítico
2432,1512,Crítico
2291,1316,Crítico
1230,4276,Aceptable
1982,3180,Crítico
259,4636,Aceptable
1068,3951,Aceptable
1701,4073,Alerta
243,4099,Aceptable
2422,1513,Crítico
1472,3376,Alerta
1973,3487,Crítico
1062,4884,Aceptable
1375,2046,Crítico
1820,1536,Crítico
1957,1445,Crítico
938,4299,Aceptable
654,3395,Aceptable
819,2941,Aceptable
908,1416,Crítico
958,4195,Aceptable
1056,2133,Alerta
984,4211,Aceptable
429,4243,Aceptable
2111,3397,Crítico
2142,3746,Crítico
2008,1333,Crítico
1826,1776,Crítico
1247,3449,Alerta
1717,3165,Crítico
737,4891,Aceptable
492,4974,Aceptable
820,4488,Aceptable
420,1782,Aceptable
1596,4786,Aceptable
1661,2068,Crítico
1074,3335,Aceptable
1112,2829,Alerta
2019,4404,Alerta
1648,1295,Crítico
24,4683,Aceptable
769,4903,Aceptable
2122,1412,Crítico
559,3253,Aceptable
2015,1843,Crítico
167,3182,Aceptable
760,2244,Aceptable
183,1286,Aceptable
1005,2221,Alerta
1156,1998,Crítico
2498,2736,Crítico
1783,2277,Crítico
1442,1451,Crítico
2004,3406,Crítico
1656,3184,Crítico
2090,1862,Crítico
813,3223,Aceptable
217,2407,Aceptable
1027,3827,Aceptable
1106,3154,Alerta
2061,2910,Crítico
939,2249,Alerta
1141,4914,Aceptable
1784,3648,Alerta
1109,4436,Aceptable
1076,3104,Aceptable
821,1955,Alerta
831,1649,Crítico
349,4175,Aceptable
1807,4459,Alerta
1934,2024,Crítico
1095,1963,Crítico
261,3758,Aceptable
1603,3269,Alerta
1254,1162,Crítico
976,4098,Aceptable
1393,1632,Crítico
677,2696,Aceptable
1983,1921,Crítico
603,4176,Aceptable
1395,2200,Crítico
453,1264,Alerta
1505,3248,Alerta
974,1876,Crítico
1062,1868,Crítico
1684,4057,Alerta
1100,3940,Aceptable
2056,1093,Crítico
705,4770,Aceptable
517,3784,Aceptable
1059,3383,Aceptable
1336,4263,Aceptable
11,3262,Aceptable
1997,4158,Alerta
2312,1094,Crítico
905,2488,Alerta
1248,2385,Crítico
2107,1546,Crítico
2113,4285,Alerta
1482,3549,Alerta
235,1854,Aceptable
373,4586,Aceptable
523,1944,Aceptable
2491,1186,Crítico
2376,1448,Crítico
1267,4652,Aceptable
1752,2719,Crítico
2480,1365,Crítico
2030,1366,Crítico
2486,3867,Crítico
1202,2231,Crítico
988,3223,Aceptable
552,2366,Aceptable
1977,2988,Crítico
2269,1478,Crítico
2221,2394,Crítico
2250,2130,Crítico
1808,2254,Crítico
2102,1467,Crítico
758,3530,Aceptable
1458,3712,Alerta
2473,1780,Crítico
1670,1972,Crítico
238,4333,Aceptable
682,3586,Aceptable
338,1727,Aceptable
33,4387,Aceptable
2423,1782,Crítico
2097,1524,Crítico
1781,4375,Alerta
753,2706,Aceptable
1554,4538,Aceptable
172,2315,Aceptable
1554,3351,Alerta
426,1219,Aceptable
808,1781,Alerta
2297,1396,Crítico
1830,3456,Crítico
1511,2058,Crítico
334,2563,Aceptable
1305,2876,Alerta
2405,1254,Crítico
925,1972,Alerta
1934,4321,Alerta
334,3982,Aceptable
1410,4234,Aceptable
1588,1072,Crítico
2077,4461,Alerta
2119,2911,Crítico
2428,3329,Crítico
770,4282,Aceptable
147,1259,Aceptable
402,2121,Aceptable
2283,3465,Crítico
2000,2377,Crítico
2129,4840,Alerta
1567,3628,Alerta
1533,4506,Aceptable
1880,3071,Crítico
1065,4620,Aceptable
1273,1035,Crítico
2049,4468,Alerta
1516,1657,Crítico
1063,4178,Aceptable
1933,1133,Crítico
1506,4646,Aceptable
90,1254,Aceptable
171,4202,Aceptable
887,2934,Aceptable
1575,1687,Crítico
1450,1816,Crítico
1803,1907,Crítico
1272,2002,Crítico
250,4898,Aceptable
56,2549,Aceptable
178,3542,Aceptable
84,4673,Aceptable
2159,3537,Crítico
2134,2278,Crítico
947,2890,Aceptable
2014,2912,Crítico
1099,1105,Crítico
2340,4579,Crítico
2330,2520,Crítico
1377,1557,Crítico
1127,3188,Alerta
741,2130,Aceptable
1141,2511,Alerta
289,3936,Aceptable
2025,2284,Crítico
1839,2214,Crítico
1952,2516,Crítico
2387,3276,Crítico
2271,4539,Crítico
2275,3791,Crítico
1504,2084,Crítico
534,2358,Aceptable
733,3070,Aceptable
1285,1721,Crítico
2188,2659,Crítico
41,4079,Aceptable
10,4180,Aceptable
495,1720,Aceptable
1760,4872,Alerta
1445,3435,Alerta
2184,3176,Crítico
2159,2935,Crítico
1196,1627,Crítico
293,3398,Aceptable
1930,3231,Crítico
226,4798,Aceptable
1362,3933,Aceptable
1204,1197,Crítico
1452,3913,Alerta
1228,3623,Aceptable
511,3517,Aceptable
969,1783,Crítico
1129,3344,Aceptable
414,4219,Aceptable
797,4437,Aceptable
152,1181,Aceptable
1532,2406,Crítico
2461,1205,Crítico
2451,1571,Crítico
1048,4742,Aceptable
2327,1514,Crítico
2042,1838,Crítico
1553,1548,Crítico
682,4248,Aceptable
905,1811,Alerta
2234,3934,Crítico
